0	0
9154	1
18308	1
27462	0
36616	1
45770	1
54924	1
64078	1
73232	1
82386	1
91540	0
100694	1
109848	1
119002	1
128156	1
137310	0
146464	0
155618	1
164772	1
173926	1
183080	1
192234	0
201388	1
210542	1
219696	1
228850	1
238004	1
247158	1
256312	1
265466	1
274620	1
283774	0
292928	0
302082	1
311236	1
320390	0
329544	1
338698	0
347852	1
357006	1
366160	0
375314	1
384468	1
393622	1
402776	1
411930	1
421084	1
430238	1
439392	1
448546	1
457700	1
466854	1
476008	1
485162	1
494316	1
503470	1
512624	1
521778	1
530932	1
540086	1
549240	1
558394	1
567548	1
576702	1
585856	1
595010	1
604164	1
613318	1
622472	1
631626	1
640780	1
649934	1
659088	1
668242	1
677396	1
686550	1
695704	1
704858	1
714012	1
723166	1
732320	1
741474	1
750628	1
759782	1
768936	0
778090	1
787244	1
796398	1
805552	1
814706	1
823860	1
833014	1
842168	1
851322	1
860476	1
869630	1
878784	0
887938	1
897092	1
906246	1
915400	1
924554	1
933708	1
942862	0
952016	1
961170	1
970324	1
979478	1
988632	1
997786	1
1006940	1
1016094	1
1025248	1
1034402	1
1043556	1
1052710	1
1061864	1
1071018	1
1080172	1
1089326	1
1098480	1
1107634	1
1116788	1
1125942	1
1135096	1
S_m	J_m	speciation_rate	death_proportion	trait_rate_meta	ecological_strength	intrasp_competition	intersp_competition	mutualism_proportion	generations	community_assembly_model	speciation_model	mutation_rate	alpha	sequence_length	J	m	speciation_prob	generation	_lambda	migrate_calculated	extrate_calculated	trait_rate_local	filtering_optimum	S	abund_h1	abund_h2	abund_h3	abund_h4	pi_h1	pi_h2	pi_h3	pi_h4	mean_pi	std_pi	skewness_pi	kurtosis_pi	median_pi	iqr_pi	mean_dxys	std_dxys	skewness_dxys	kurtosis_dxys	median_dxys	iqr_dxys	trees	trait_h1	trait_h2	trait_h3	trait_h4	mean_local_traits	std_local_traits	skewness_local_traits	kurtosis_local_traits	median_local_traits	iqr_local_traits	mean_regional_traits	std_regional_traits	skewness_regional_traits	kurtosis_regional_traits	median_regional_traits	iqr_regional_traits	reg_loc_mean_trait_dif	reg_loc_std_trait_dif	reg_loc_skewness_trait_dif	reg_loc_kurtosis_trait_dif	reg_loc_median_trait_dif	reg_loc_iqr_trait_dif	abundance_dxy_cor	abundance_pi_cor	abundance_trait_cor	dxy_pi_cor	dxy_trait_cor	pi_trait_cor	SGD_0	SGD_1	SGD_2	SGD_3	SGD_4	SGD_5	SGD_6	SGD_7	SGD_8	SGD_9
250	500000	2.0	0.7	2.0	3.87027	-1.0	-1.0	0.0	500	neutral	point_mutation	0.0	3077	570.0	4577.0	0.00921	0.00112	499.89076	1.0	0.00917	0.00241	0.58824	-0.31284	78.0	22.66663	10.79643	7.68794	6.49495	32.71402	24.88531	20.64936	18.13836	0.0009	0.00131	2.20166	5.39742	0.00035	0.00121	0.02806	0.02187	0.0856	-1.5886	0.02254	0.04487	0.0	22.6478	11.70072	8.81086	7.68176	-1.95793	3.93925	0.20279	-0.90807	-2.27629	5.9177	-1.36548	3.70846	-0.30336	-0.92428	0.20002	5.97463	0.59245	-0.23079	-0.50615	-0.01621	2.47631	0.05694	0.15499	0.38279	-0.03364	-0.12732	0.32044	-0.39179	49.0	10.0	6.0	4.0	5.0	1.0	1.0	0.0	1.0	1.0
