0	1
5820	1
11640	1
17460	1
23280	1
29100	1
34920	1
40740	1
46560	1
52380	1
58200	1
64020	1
69840	1
75660	1
81480	0
87300	1
93120	0
98940	0
104760	1
110580	1
116400	1
122220	1
128040	1
133860	1
139680	1
145500	1
151320	1
157140	1
162960	1
168780	1
174600	1
180420	1
186240	1
192060	1
197880	1
203700	1
209520	1
215340	1
221160	1
226980	1
232800	1
238620	1
244440	1
250260	1
256080	0
261900	1
267720	1
273540	1
279360	1
285180	1
291000	1
296820	1
302640	1
308460	1
314280	1
320100	1
325920	1
331740	1
337560	1
343380	0
349200	1
355020	1
360840	1
366660	1
372480	1
378300	1
384120	1
389940	1
395760	1
401580	1
407400	1
413220	1
419040	1
424860	1
430680	1
436500	1
442320	1
448140	1
453960	0
459780	1
465600	1
471420	1
477240	1
483060	1
488880	1
494700	1
500520	1
506340	0
512160	1
517980	1
523800	1
529620	1
535440	1
541260	1
547080	0
552900	1
558720	1
564540	1
570360	1
576180	1
582000	1
587820	1
593640	1
599460	1
605280	0
611100	1
616920	1
622740	1
628560	0
634380	1
640200	1
646020	1
651840	1
657660	1
663480	1
669300	1
675120	1
680940	1
686760	1
692580	1
698400	1
704220	1
710040	1
715860	1
721680	1
S_m	J_m	speciation_rate	death_proportion	trait_rate_meta	ecological_strength	intrasp_competition	intersp_competition	mutualism_proportion	generations	community_assembly_model	speciation_model	mutation_rate	alpha	sequence_length	J	m	speciation_prob	generation	_lambda	migrate_calculated	extrate_calculated	trait_rate_local	filtering_optimum	S	abund_h1	abund_h2	abund_h3	abund_h4	pi_h1	pi_h2	pi_h3	pi_h4	mean_pi	std_pi	skewness_pi	kurtosis_pi	median_pi	iqr_pi	mean_dxys	std_dxys	skewness_dxys	kurtosis_dxys	median_dxys	iqr_dxys	trees	trait_h1	trait_h2	trait_h3	trait_h4	mean_local_traits	std_local_traits	skewness_local_traits	kurtosis_local_traits	median_local_traits	iqr_local_traits	mean_regional_traits	std_regional_traits	skewness_regional_traits	kurtosis_regional_traits	median_regional_traits	iqr_regional_traits	reg_loc_mean_trait_dif	reg_loc_std_trait_dif	reg_loc_skewness_trait_dif	reg_loc_kurtosis_trait_dif	reg_loc_median_trait_dif	reg_loc_iqr_trait_dif	abundance_dxy_cor	abundance_pi_cor	abundance_trait_cor	dxy_pi_cor	dxy_trait_cor	pi_trait_cor	SGD_0	SGD_1	SGD_2	SGD_3	SGD_4	SGD_5	SGD_6	SGD_7	SGD_8	SGD_9
250	500000	2.0	0.7	2.0	0.2736	-1.0	-1.0	0.0	500	neutral	point_mutation	0.0	4387	570.0	2910.0	0.00056	0.00027	500.0	0.07354	0.00055	0.00064	0.58824	1.7143	9.0	1.44156	1.16271	1.12136	1.10721	3.04467	2.25753	1.96518	1.8375	0.00274	0.00473	2.13383	3.11265	0.0007	0.00316	0.01737	0.00993	-0.51421	-1.23876	0.0193	0.01772	0.0	16.64947	10.18924	8.13781	7.25701	-1.32696	1.92225	2.17766	3.24597	-2.03203	1.16933	-1.76323	2.19204	0.93003	1.07394	-2.27856	2.08132	-0.43627	0.26979	-1.24763	-2.17203	-0.24653	0.91199	0.79832	-0.05681	0.32636	0.0	0.30963	-0.61798	5.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
