0	1
4726	1
9452	1
14178	1
18904	1
23630	1
28356	1
33082	0
37808	1
42534	1
47260	1
51986	1
56712	1
61438	1
66164	0
70890	1
75616	1
80342	1
85068	1
89794	0
94520	1
99246	1
103972	1
108698	1
113424	1
118150	1
122876	1
127602	1
132328	1
137054	1
141780	1
146506	1
151232	0
155958	0
160684	1
165410	1
170136	0
174862	1
179588	1
184314	1
189040	1
193766	1
198492	1
203218	1
207944	1
212670	1
217396	1
222122	1
226848	1
231574	1
236300	1
241026	0
245752	1
250478	1
255204	1
259930	1
264656	1
269382	1
274108	1
278834	1
283560	1
288286	1
293012	1
297738	1
302464	1
307190	1
311916	1
316642	1
321368	1
326094	1
330820	1
335546	1
340272	1
344998	1
349724	1
354450	1
359176	1
363902	1
368628	1
373354	0
378080	1
382806	1
387532	1
392258	1
396984	1
401710	1
406436	1
411162	1
415888	1
420614	1
425340	0
430066	1
434792	0
439518	1
444244	1
448970	1
453696	1
458422	1
463148	1
467874	1
472600	1
477326	1
482052	1
486778	1
491504	1
496230	1
500956	0
505682	1
510408	1
515134	1
519860	1
524586	1
529312	1
534038	1
538764	1
543490	1
548216	1
552942	1
557668	1
562394	1
567120	1
571846	1
576572	1
581298	1
586024	1
S_m	J_m	speciation_rate	death_proportion	trait_rate_meta	ecological_strength	intrasp_competition	intersp_competition	mutualism_proportion	generations	community_assembly_model	speciation_model	mutation_rate	alpha	sequence_length	J	m	speciation_prob	generation	_lambda	migrate_calculated	extrate_calculated	trait_rate_local	filtering_optimum	S	abund_h1	abund_h2	abund_h3	abund_h4	pi_h1	pi_h2	pi_h3	pi_h4	mean_pi	std_pi	skewness_pi	kurtosis_pi	median_pi	iqr_pi	mean_dxys	std_dxys	skewness_dxys	kurtosis_dxys	median_dxys	iqr_dxys	trees	trait_h1	trait_h2	trait_h3	trait_h4	mean_local_traits	std_local_traits	skewness_local_traits	kurtosis_local_traits	median_local_traits	iqr_local_traits	mean_regional_traits	std_regional_traits	skewness_regional_traits	kurtosis_regional_traits	median_regional_traits	iqr_regional_traits	reg_loc_mean_trait_dif	reg_loc_std_trait_dif	reg_loc_skewness_trait_dif	reg_loc_kurtosis_trait_dif	reg_loc_median_trait_dif	reg_loc_iqr_trait_dif	abundance_dxy_cor	abundance_pi_cor	abundance_trait_cor	dxy_pi_cor	dxy_trait_cor	pi_trait_cor	SGD_0	SGD_1	SGD_2	SGD_3	SGD_4	SGD_5	SGD_6	SGD_7	SGD_8	SGD_9
250	500000	2.0	0.7	2.0	0.00312	-1.0	-1.0	0.0	500	pairwise_competition	point_mutation	0.0	4260	570.0	2363.0	0.00027	0.00931	499.7884	0.94118	0.00026	0.00932	0.58824	-0.38726	101.0	32.0678	18.85701	14.89556	13.03967	32.65139	28.3317	24.97421	22.40855	0.00031	0.0005	1.86489	3.76901	0.0	0.00062	0.04071	0.00837	-3.4383	13.07892	0.04246	0.00702	0.0	33.42775	20.20679	16.33509	14.50577	0.00639	1.2726	-0.22409	-0.53968	0.2134	1.84304	0.09827	1.25593	-0.74688	2.12553	0.25225	1.34976	0.09188	-0.01667	-0.52279	2.6652	0.03885	-0.49328	-0.04479	0.31168	0.13046	-0.04899	-0.33646	0.1844	63.0	11.0	10.0	8.0	4.0	2.0	1.0	1.0	0.0	1.0
