0	1	0.00031969309462915604
6256	1	0.0041560102301790285
12512	1	0.010549872122762148
18768	0	0.01438618925831202
25024	1	0.015345268542199489
31280	1	0.017263427109974423
37536	1	0.02717391304347826
43792	1	0.021419437340153454
50048	1	0.02078005115089514
56304	1	0.018222506393861894
62560	1	0.027493606138107418
68816	1	0.01918158567774936
75072	1	0.030051150895140665
81328	1	0.028132992327365727
87584	1	0.034526854219948847
93840	0	0.0479539641943734
100096	0	0.05914322250639386
106352	0	0.10709718670076726
112608	0	0.37372122762148335
118864	1	1.0
125120	1	1.0
131376	1	1.0
137632	1	1.0
143888	0	1.0
150144	1	1.0
156400	1	1.0
162656	1	1.0
168912	1	1.0
175168	1	1.0
181424	0	1.0
187680	1	1.0
193936	1	1.0
200192	1	1.0
206448	1	1.0
212704	1	1.0
218960	1	1.0
225216	1	1.0
231472	0	1.0
237728	0	1.0
243984	0	1.0
250240	0	1.0
256496	0	1.0
262752	0	1.0
269008	0	1.0
275264	0	1.0
281520	1	1.0
287776	1	1.0
294032	1	1.0
300288	0	1.0
306544	1	1.0
312800	1	1.0
319056	1	1.0
325312	0	1.0
331568	0	1.0
337824	0	1.0
344080	1	1.0
350336	1	1.0
356592	1	1.0
362848	1	1.0
369104	0	1.0
375360	0	1.0
381616	1	1.0
387872	0	1.0
394128	1	1.0
400384	1	1.0
406640	0	1.0
412896	0	1.0
419152	1	1.0
425408	1	1.0
431664	0	1.0
437920	0	1.0
444176	0	1.0
450432	0	1.0
456688	0	1.0
462944	0	1.0
469200	1	1.0
475456	0	1.0
481712	0	1.0
487968	1	1.0
494224	1	1.0
500480	1	1.0
506736	0	1.0
512992	1	1.0
519248	0	1.0
525504	0	1.0
531760	1	1.0
538016	1	1.0
544272	1	1.0
550528	1	1.0
556784	1	1.0
563040	1	1.0
569296	0	1.0
575552	1	1.0
581808	1	1.0
588064	1	1.0
594320	1	1.0
600576	1	1.0
606832	0	1.0
613088	1	1.0
619344	1	1.0
625600	1	1.0
631856	1	1.0
638112	1	1.0
644368	1	1.0
650624	0	1.0
656880	1	1.0
663136	1	1.0
669392	1	1.0
675648	1	1.0
681904	1	1.0
688160	1	1.0
694416	1	1.0
700672	0	1.0
706928	0	1.0
713184	1	1.0
719440	0	1.0
725696	0	1.0
731952	1	1.0
738208	1	1.0
744464	1	1.0
750720	0	1.0
756976	1	1.0
763232	1	1.0
769488	0	1.0
775744	1	1.0
S_m	J_m	speciation_rate	death_proportion	trait_rate_meta	ecological_strength	intrasp_competition	intersp_competition	mutualism_proportion	generations	community_assembly_model	speciation_model	mutation_rate	alpha	sequence_length	J	m	speciation_prob	generation	_lambda	migrate_calculated	extrate_calculated	trait_rate_local	filtering_optimum	S	abund_h1	abund_h2	abund_h3	abund_h4	pi_h1	pi_h2	pi_h3	pi_h4	mean_pi	std_pi	skewness_pi	kurtosis_pi	median_pi	iqr_pi	mean_dxys	std_dxys	skewness_dxys	kurtosis_dxys	median_dxys	iqr_dxys	trees	trait_h1	trait_h2	trait_h3	trait_h4	mean_local_traits	std_local_traits	skewness_local_traits	kurtosis_local_traits	median_local_traits	iqr_local_traits	mean_regional_traits	std_regional_traits	skewness_regional_traits	kurtosis_regional_traits	median_regional_traits	iqr_regional_traits	reg_loc_mean_trait_dif	reg_loc_std_trait_dif	reg_loc_skewness_trait_dif	reg_loc_kurtosis_trait_dif	reg_loc_median_trait_dif	reg_loc_iqr_trait_dif	abundance_dxy_cor	abundance_pi_cor	abundance_trait_cor	dxy_pi_cor	dxy_trait_cor	pi_trait_cor	SGD_0	SGD_1	SGD_2	SGD_3	SGD_4	SGD_5	SGD_6	SGD_7	SGD_8	SGD_9
250	500000	2.0	0.7	2.0	0.0247	-1.0	-1.0	0.0	500	filtering	point_mutation	0.0	4251	570.0	3128.0	0.0007	0.00015	500.0	1.0	0.0007	0.00078	0.58824	-0.28543	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00129	0.0	0.0	-3.0	0.00129	0.0	0.02719	0.0	0.0	-3.0	0.02719	0.0	0.0	1.0	1.0	1.0	1.0	-0.30226	0.0	0.0	-3.0	-0.30226	0.0	-1.45621	2.72898	0.09464	0.12393	-1.1489	3.33032	-1.15395	2.72898	0.09464	3.12393	-0.84664	3.33032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
